# FUND scenario
USA,0
CAN,0
WEU,0
JPK,0.125
ANZ,0
EEU,0
FSU,0
MDE,0.286
CAM,0.508
LAM,0.541
SAS,6.896
SEA,2.072
CHI,0.593
MAF,1.089
SSA,0.351
SIS,1.01
