# FUND scenario
USA,~N(0;0.0625)
CAN,~N(0;0.0625)
WEU,~N(0;0.0625)
JPK,~N(0;0.0625)
ANZ,~N(0;0.0625)
EEU,~N(0;0.1)
FSU,~N(0;0.1)
MDE,~N(0;0.15)
CAM,~N(0;0.15)
LAM,~N(0;0.15)
SAS,~N(0;0.15)
SEA,~N(0;0.15)
CHI,~N(0;0.175)
MAF,~N(0;0.15)
SSA,~N(0;0.15)
SIS,~N(0;0.15)
