# FUND scenario
USA,~N(-155.1251;2.8292;max=0)
CAN,~N(-199.0906;2.8292;max=0)
WEU,~N(-21.7191;1.0403;max=0)
JPK,~N(-67.185;2.8805;max=0)
ANZ,~N(-68.9576;2.4054;max=0)
EEU,~N(-65.2217;1.2594;max=0)
FSU,~N(0.0473;2.8292;min=0)
MDE,~N(0.0457;1.287;min=0)
CAM,~N(-0.484;2.1366;max=0)
LAM,~N(-18.2021;1.5404;max=0)
SAS,~N(0.0473;2.1468;min=0)
SEA,~N(0.0413;1.2044;min=0)
CHI,~N(-84.8815;2.8242;max=0)
MAF,~N(0.0473;1.5704;min=0)
SSA,~N(0.0448;0.7861;min=0)
SIS,~N(-2.3428;0.9733;max=0)
