# FUND scenario
USA,0.04
CAN,0.04
WEU,0.04
JPK,0.04
ANZ,0.21
EEU,0.04
FSU,0.04
MDE,0.04
CAM,0.04
LAM,0.21
SAS,0.21
SEA,0.04
CHI,0.04
MAF,0.04
SSA,0.04
SIS,0.13
