# FUND scenario
USA,0.0035
CAN,0.0035
WEU,0.00436
JPK,0.00263
ANZ,0.00263
EEU,0.00481
FSU,0.00874
MDE,0.00198
CAM,0.00182
LAM,0.00182
SAS,0.00281
SEA,0.00203
CHI,0.00205
MAF,0.00237
SSA,0.00149
SIS,0.00182
