# FUND scenario
USA,5.1545
CAN,5.1545
WEU,5.1545
JPK,5.1545
ANZ,5.1545
EEU,6.9114
FSU,6.9114
MDE,17.135
CAM,11.9483
LAM,11.9483
SAS,12.0112
SEA,12.6351
CHI,6.2451
MAF,17.135
SSA,14.6857
SIS,11.9483
