# FUND scenario
USA,~N(0;0.2025)
CAN,~N(0;0.2025)
WEU,0
JPK,0
ANZ,0
EEU,0
FSU,0
MDE,0
CAM,~N(0;3.185)
LAM,~N(0;28.66)
SAS,~N(0;4.0375)
SEA,~N(0;12.1125)
CHI,~N(0;1.2675)
MAF,0
SSA,~N(0;11.76)
SIS,0
