# FUND scenario
USA,~N(-0.0119178921568627;0.0182356597477236;max=0)
CAN,~N(-0.0158143939393939;0.00945384554959497;max=0)
WEU,~N(-0.0138503086419753;0.013197508099606;max=0)
JPK,~N(-0.0235887096774194;0.029940084414887;max=0)
ANZ,~N(-0.0155903909385135;0.0374712492013158;max=0)
EEU,~N(-0.0181573275862069;0.0476884205159737;max=0)
FSU,~N(-0.0163118735427424;0.0388313181355771;max=0)
MDE,~N(-0.0165914930103618;0.0373495478918258;max=0)
CAM,~N(-0.0303977272727273;0.0427671908556002;max=0)
LAM,~N(-0.00435;0.00280772150262969;max=0)
SAS,~N(-0.0112699468085106;0.018095882190896;max=0)
SEA,~N(-0.00965277777777778;0.00843513605824223;max=0)
CHI,~N(-0.0168265560310128;0.0396988494314158;max=0)
MAF,~N(-0.0139453125;0.0265770062631446;max=0)
SSA,~N(-0.0100328947368421;0.0201799487191507;max=0)
SIS,~N(-0.0166147684550101;0.0399015737834891;max=0)
