# FUND scenario
USA,31049
CAN,0
WEU,37202
JPK,3763
ANZ,2511
EEU,5
FSU,0
MDE,140
CAM,54279
LAM,278791
SAS,65483
SEA,289431
CHI,19132
MAF,7928
SSA,92617
SIS,5606
