# FUND scenario
USA,0.9609
CAN,0.9609
WEU,0.9609
JPK,0.9609
ANZ,0.9609
EEU,0.8986
FSU,0.8986
MDE,1.3459
CAM,1.2548
LAM,1.2548
SAS,1.3879
SEA,1.3729
CHI,1.2399
MAF,1.3459
SSA,1.3301
SIS,1.2548
