# FUND scenario
USA,~N(0;0.025)
CAN,~N(0;0.025)
WEU,~N(0;0.025)
JPK,~N(0;0.0375)
ANZ,~N(0;0.0375)
EEU,~N(0;0.025)
FSU,~N(0;0.025)
MDE,~N(0;0.0875)
CAM,~N(0;0.05625)
LAM,~N(0;0.05625)
SAS,~N(0;0.0875)
SEA,~N(0;0.0875)
CHI,~N(0;0.0375)
MAF,~N(0;0.11875)
SSA,~N(0;0.11875)
SIS,~N(0;0.05625)
